"serial" "s1gender" "ethsfr" "famsec" "s1pared" "s1expel" "s1truan" "s1weight" "s1peta2" "gcsepts" "graddsci" "satdsci" "gradfren" "satfren" "gradit" "satit" "gradphys" "satphys" "gradchem" "satchem" "gradbiol" "satbiol" "gradmath" "satmath" "gradeng" "sateng" "pcschtype"
"7265" 184838 "Male" "White" "Semi routine and routine occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.874575932300931 "5+ A*-C" 57 "B" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "A" "Yes" "C" "Yes" "Comprehensive 18"
"7266" 184853 "Male" "White" "Lower professional and higher technical occupations" "At least one parent with A-level" "Not excluded" "Occasional truancy" 0.874575932300931 "5+ A*-C" 46 "C" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Comprehensive 18"
"7267" 184895 "Male" "White" "Large employers and higher professionals" "At least one parent with A-level" "Not excluded" "No truancy" 3.44589114481951 "None" 0 "Fail" "No" NA "No" NA "No" NA "No" NA "No" NA "No" NA "No" NA "No" "Comprehensive 18"
"7268" 184911 "Male" "White" "Lower professional and higher technical occupations" "At least one parent with A-level" "Not excluded" "No truancy" 0.874575932300931 "5+ A*-C" 57 "C" "Yes" "B" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "Comprehensive 16"
"7269" 184978 "Male" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.8399113301303 "1-4 D-G" 8 "Fail" "No" NA "No" NA "No" NA "No" NA "No" NA "No" "Fail" "Yes" "F" "Yes" "Comprehensive 16"
"7270" 184986 "Male" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.50292435559564 "1-4 A*-C" 32 "D" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "D" "Yes" "Comprehensive 16"
"7271" 184994 "Female" "White" "Other" "Neither parent with A-level" "Not excluded" "No truancy" 1.19041836489625 "1-4 A*-C" 24 "E" "Yes" "E" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "E" "Yes" "Comprehensive 16"
"7272" 185025 "Male" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 0.874575932300931 "5+ A*-C" 73 "A" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "A" "Yes" "A" "Yes" "Comprehensive 18"
"7273" 185033 "Male" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.874575932300931 "5+ A*-C" 51 "C" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "C" "Yes" "Comprehensive 18"
"7274" 185074 "Male" "White" "Intermediate occupations" "At least one parent with A-level" "Not excluded" "No truancy" 0.874575932300931 "5+ A*-C" 59 "C" "Yes" "D" "Yes" NA "No" NA "No" NA "No" NA "No" "A" "Yes" "C" "Yes" "Comprehensive 18"
"7275" 185082 "Female" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 0.722894686944571 "5+ A*-C" 84 "A*" "Yes" "A*" "Yes" NA "No" NA "No" NA "No" NA "No" "A*" "Yes" "A" "Yes" "Comprehensive 18"
"7276" 185124 "Male" "White" "Lower supervisory occupations" "Neither parent with A-level" "Not excluded" "Occasional truancy" 1.2082581801668 "5+ A*-C" 50 "C" "Yes" "D" "Yes" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "B" "Yes" "Comprehensive 18"
"7277" 185132 "Male" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 0.874575932300931 "5+ A*-C" 81 "A*" "Yes" "A*" "Yes" NA "No" NA "No" NA "No" NA "No" "A" "Yes" "A" "Yes" "Comprehensive 18"
"7278" 185140 "Male" "White" "Lower professional and higher technical occupations" "At least one parent with A-level" "Not excluded" "No truancy" 0.874575932300931 "5+ A*-C" 58 "B" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "B" "Yes" "Comprehensive 18"
"7279" 185157 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with A-level" "Not excluded" "No truancy" 0.722894686944571 "5+ A*-C" 59 "B" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "A" "Yes" "Comprehensive 18"
"7280" 185173 "Female" "White" "Intermediate occupations" "At least one parent with A-level" "Not excluded" "No truancy" 0.722894686944571 "5+ A*-C" 60 "A" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "B" "Yes" "Comprehensive 18"
"7281" 185207 "Male" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 0.874575932300931 "5+ A*-C" 69 "Fail" "No" NA "No" NA "No" "A" "Yes" "B" "Yes" "A" "Yes" "A" "Yes" "B" "Yes" "Comprehensive 18"
"7282" 185215 "Female" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 1.0076371677989 "5+ A*-C" 42 "D" "Yes" "D" "Yes" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "C" "Yes" "Comprehensive 18"
"7283" 185223 "Male" "White" "Intermediate occupations" "At least one parent with A-level" "Not excluded" "Occasional truancy" 1.2082581801668 "5+ A*-C" 40.5 "C" "Yes" NA "No" "F" "Yes" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Comprehensive 16"
"7284" 185249 "Male" "White" "Semi routine and routine occupations" "Neither parent with A-level" "Not excluded" "Occasional truancy" 1.50292435559564 "1-4 A*-C" 38.5 "D" "Yes" NA "No" "D" "Yes" NA "No" NA "No" NA "No" "C" "Yes" "E" "Yes" "Comprehensive 16"
"7285" 185256 "Female" "White" "Lower supervisory occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.722894686944571 "5+ A*-C" 59.5 "B" "Yes" "A" "Yes" "B" "Yes" NA "No" NA "No" NA "No" "A" "Yes" "B" "Yes" "Comprehensive 16"
"7286" 185298 "Female" "White" "Intermediate occupations" "At least one parent with A-level" "Not excluded" "Persistant truancy" 1.19041836489625 "1-4 A*-C" 33.5 "D" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "D" "Yes" "Comprehensive 16"
"7287" 185306 "Female" "White" "Semi routine and routine occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.19041836489625 "1-4 A*-C" 42 "D" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "E" "Yes" "C" "Yes" "Comprehensive 16"
"7288" 185314 "Female" "White" "Lower supervisory occupations" "Neither parent with A-level" "Not excluded" "Occasional truancy" 0.722894686944571 "5+ A*-C" 52.5 "C" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "Comprehensive 16"
"7289" 185322 "Male" "White" "Intermediate occupations" "At least one parent with A-level" "Suspended" "No truancy" 1.2082581801668 "5+ A*-C" 46 "C" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "D" "Yes" "Comprehensive 16"
"7290" 185348 "Female" "White" "Semi routine and routine occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.722894686944571 "5+ A*-C" 56 "C" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Comprehensive 16"
"7291" 185389 "Female" "White" "Semi routine and routine occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.19041836489625 "1-4 A*-C" 36 "D" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "D" "Yes" "Comprehensive 16"
"7292" 185397 "Female" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "Occasional truancy" 0.722894686944571 "5+ A*-C" 45.5 "C" "Yes" NA "No" "D" "Yes" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Comprehensive 16"
"7293" 185405 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "No truancy" 0.722894686944571 "5+ A*-C" 60 "A" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "A" "Yes" "Comprehensive 16"
"7294" 185413 "Female" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "Occasional truancy" 1.87772539545844 "5+ D-G" 32.5 "D" "Yes" "F" "Yes" NA "No" NA "No" NA "No" NA "No" "E" "Yes" "E" "Yes" "Comprehensive 16"
"7295" 185421 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "No truancy" 0.722894686944571 "5+ A*-C" 60 "B" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "A" "Yes" "Comprehensive 16"
"7296" 185447 "Male" "White" "Semi routine and routine occupations" "At least one parent with A-level" "Not excluded" "No truancy" 1.50292435559564 "1-4 A*-C" 34.5 "D" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "E" "Yes" "Comprehensive 16"
"7297" 185454 "Male" "White" "Intermediate occupations" "At least one parent with degree" "Not excluded" "No truancy" 0.874575932300931 "5+ A*-C" 73.5 "A" "Yes" "A*" "Yes" NA "No" NA "No" NA "No" NA "No" "A" "Yes" "A" "Yes" "Comprehensive 16"
"7298" 185462 "Male" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "No truancy" 0.874575932300931 "5+ A*-C" 50.5 "C" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "Comprehensive 16"
"7299" 185504 "Male" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "Occasional truancy" 1.2082581801668 "5+ A*-C" 53 "C" "Yes" "D" "Yes" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "C" "Yes" "Comprehensive 16"
"7300" 185512 "Female" "White" "Lower supervisory occupations" "At least one parent with degree" "Not excluded" "No truancy" 1.19041836489625 "1-4 A*-C" 38.5 "D" "Yes" "E" "Yes" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "C" "Yes" "Comprehensive 16"
"7301" 185520 "Female" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.722894686944571 "5+ A*-C" 54 "C" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "D" "Yes" "Comprehensive 16"
"7302" 185538 "Female" "White" "Semi routine and routine occupations" "Neither parent with A-level" "Not excluded" NA 1.19041836489625 "1-4 A*-C" 38 "E" "Yes" NA "No" "C" "Yes" NA "No" NA "No" NA "No" "E" "Yes" "C" "Yes" "Comprehensive 16"
"7303" 185546 "Male" "White" "Semi routine and routine occupations" "At least one parent with A-level" "Expelled" "Occasional truancy" 1.50292435559564 "1-4 A*-C" 31 "D" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "C" "Yes" "Comprehensive 16"
"7304" 185553 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "Occasional truancy" 0.722894686944571 "5+ A*-C" 55.5 "A" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "A" "Yes" "Comprehensive 16"
"7305" 185561 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "No truancy" 0.722894686944571 "5+ A*-C" 58 "A" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "A" "Yes" "Comprehensive 16"
"7306" 185579 "Female" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "Occasional truancy" 0.722894686944571 "5+ A*-C" 53 "C" "Yes" NA "No" "A" "Yes" NA "No" NA "No" NA "No" "C" "Yes" "B" "Yes" "Comprehensive 16"
"7307" 185587 "Male" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.874575932300931 "5+ A*-C" 49.5 "B" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "C" "Yes" "Comprehensive 18"
"7308" 185603 "Female" "White" "Other" "At least one parent with A-level" "Not excluded" "Occasional truancy" 1.0076371677989 "5+ A*-C" 48 "Fail" "No" NA "No" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Comprehensive 18"
"7309" 185611 "Female" "White" "Lower supervisory occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.722894686944571 "5+ A*-C" 51.5 "B" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Comprehensive 18"
"7310" 185637 "Male" NA "Intermediate occupations" "Neither parent with A-level" NA NA 0.874575932300931 "5+ A*-C" 48.5 "C" "Yes" "D" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "Comprehensive 18"
"7311" 185645 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with A-level" "Not excluded" "No truancy" 0.722894686944571 "5+ A*-C" 64 "B" "Yes" "A*" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "A*" "Yes" "Comprehensive 18"
"7312" 185686 "Female" "White" "Lower supervisory occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.0076371677989 "5+ A*-C" 44 "D" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Comprehensive 18"
"7313" 185694 "Female" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 1.03331615797896 "5+ A*-C" 52 "Fail" "No" "D" "Yes" NA "No" NA "No" NA "No" NA "No" "E" "Yes" "C" "Yes" "Comprehensive 18"
"7314" 185744 "Female" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "Occasional truancy" 1.03331615797896 "5+ A*-C" 49 "D" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Comprehensive 18"
"7315" 185769 "Female" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 0.708530869252556 "5+ A*-C" 101 "A" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "A*" "Yes" "A" "Yes" "Comprehensive 18"
"7316" 185777 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with A-level" "Not excluded" "No truancy" 0.708530869252556 "5+ A*-C" 89.5 "Fail" "No" NA "No" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "A" "Yes" "Comprehensive 18"
"7317" 185785 "Female" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 0.708530869252556 "5+ A*-C" 60 "C" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "B" "Yes" "Comprehensive 18"
"7318" 185801 "Female" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 0.708530869252556 "5+ A*-C" 61 "Fail" "No" "B" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "A" "Yes" "Comprehensive 18"
"7319" 185819 "Female" "White" "Lower supervisory occupations" "At least one parent with A-level" "Not excluded" "No truancy" 0.708530869252556 "5+ A*-C" 65.5 "Fail" "No" "A" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "A" "Yes" "Comprehensive 18"
"7320" 185827 "Female" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "Occasional truancy" 1.03331615797896 "5+ A*-C" 49.5 "Fail" "No" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "C" "Yes" "Comprehensive 18"
"7321" 185835 "Female" "White" "Intermediate occupations" "At least one parent with degree" "Not excluded" "No truancy" 1.11223345725935 "1-4 A*-C" 41.5 "Fail" "No" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "E" "Yes" "D" "Yes" "Comprehensive 18"
"7322" 185843 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "No truancy" 0.708530869252556 "5+ A*-C" 83.5 "B" "Yes" "B" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "Comprehensive 18"
"7323" 185850 "Male" "White" "Semi routine and routine occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.893857233950997 "5+ A*-C" 65 "B" "Yes" "B" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "Comprehensive 18"
"7324" 185868 "Male" "White" "Large employers and higher professionals" "Neither parent with A-level" "Not excluded" "No truancy" 2.00882288313689 "5+ D-G" 8 "Fail" "No" NA "No" NA "No" NA "No" NA "No" NA "No" "G" "Yes" "G" "Yes" "Comprehensive 18"
"7325" 185934 "Male" "White" "Intermediate occupations" "At least one parent with degree" "Not excluded" "No truancy" 1.46815343469216 "1-4 A*-C" 30 "C" "Yes" NA "No" "F" "Yes" NA "No" NA "No" NA "No" "D" "Yes" "E" "Yes" "Comprehensive 18"
"7326" 185959 "Female" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.708530869252556 "5+ A*-C" 54 "C" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "A" "Yes" "Comprehensive 18"
"7327" 185983 "Male" "White" "Large employers and higher professionals" "Neither parent with A-level" "Suspended" "Persistant truancy" 2.00882288313689 "5+ D-G" 10.5 "Fail" "No" NA "No" NA "No" NA "No" NA "No" NA "No" "G" "Yes" "F" "Yes" "Comprehensive 18"
"7328" 186056 "Female" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.11223345725935 "1-4 A*-C" 42 "D" "Yes" NA "No" "D" "Yes" NA "No" NA "No" NA "No" "C" "Yes" "B" "Yes" "Comprehensive 18"
"7329" 186080 "Female" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.11223345725935 "1-4 A*-C" 38.5 "Fail" "No" NA "No" NA "No" NA "No" NA "No" NA "No" "F" "Yes" "C" "Yes" "Comprehensive 18"
"7330" 186098 "Female" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 0.708530869252556 "5+ A*-C" 59 "B" "Yes" "B" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "Comprehensive 18"
"7331" 186106 "Female" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 0.708530869252556 "5+ A*-C" 74 "A*" "Yes" "A*" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "A*" "Yes" "Comprehensive 18"
"7332" 186114 "Female" "White" "Large employers and higher professionals" "Neither parent with A-level" "Not excluded" "No truancy" 0.708530869252556 "5+ A*-C" 59 "C" "Yes" "A" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "A" "Yes" "Comprehensive 18"
"7333" 186122 "Female" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "Occasional truancy" 1.70969032889771 "5+ D-G" 30.5 "E" "Yes" "D" "Yes" "G" "Yes" NA "No" NA "No" NA "No" "F" "Yes" "D" "Yes" "Comprehensive 18"
"7334" 186130 "Male" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.46815343469216 "1-4 A*-C" 35.5 "C" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "D" "Yes" "Comprehensive 18"
"7335" 186148 "Female" "White" "Large employers and higher professionals" "At least one parent with A-level" "Not excluded" "No truancy" 0.708530869252556 "5+ A*-C" 48.5 "C" "Yes" "D" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "C" "Yes" "Comprehensive 18"
"7336" 186155 "Male" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "Occasional truancy" 1.0385989813825 "5+ A*-C" 44.5 "C" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "B" "Yes" "Comprehensive 18"
"7337" 186163 "Female" "Other Asian (inc Chinese)" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.708530869252556 "5+ A*-C" 57.5 "B" "Yes" NA "No" "B" "Yes" NA "No" NA "No" NA "No" "A" "Yes" "B" "Yes" "Comprehensive 18"
"7338" 186189 "Male" "White" "Semi routine and routine occupations" "At least one parent with A-level" "Not excluded" "No truancy" 1.46815343469216 "1-4 A*-C" 22.5 "Fail" "No" NA "No" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "E" "Yes" "Comprehensive 18"
"7339" 186197 "Male" "White" "Lower professional and higher technical occupations" "At least one parent with A-level" "Not excluded" "No truancy" 0.893857233950997 "5+ A*-C" 66 "A" "Yes" "B" "Yes" NA "No" NA "No" NA "No" NA "No" "A" "Yes" "B" "Yes" "Comprehensive 18"
"7340" 186205 "Male" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 0.893857233950997 "5+ A*-C" 61 "B" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "Comprehensive 18"
"7341" 186221 "Male" "White" "Large employers and higher professionals" "Neither parent with A-level" "Not excluded" "Occasional truancy" 1.46815343469216 "1-4 A*-C" 33 "D" "Yes" NA "No" "G" "Yes" NA "No" NA "No" NA "No" "D" "Yes" "E" "Yes" "Comprehensive 18"
